title,link,cited_number,cited_papers_link,related_papers_link,snippet,versions_number,all_versions_link,paper_id
AI and GPT for Management Scholars and Practitioners: Guidelines and Implications,https://journals.sagepub.com/doi/full/10.1177/23197145231161408,6,"https://scholar.google.com/scholar?cites=2003523457949780325&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:ZUlCSvjxzRsJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","The use of artificial intelligence (AI) is quite usual in our life by now and increasing day by day (Latinovic, & Chatterjee, 2022). No doubt it has offered a large number of benefits but has …",3,"https://scholar.google.com/scholar?cluster=2003523457949780325&hl=en&as_sdt=0,5",r7W3Bbs0
Using cognitive psychology to understand GPT-like models needs to extend beyond human biases,https://www.pnas.org/doi/abs/10.1073/pnas.2312911120,10,no_cited_papers_link,no_related_pages_link,Binz and Schulz’s (1) evaluation of Large Language Models (LLMs) via cognitive tasks propelled the adoption of psychological frameworks for testing LLMs’ knowledge. Binz and …,5,"https://scholar.google.com/scholar?cluster=4774662301826968353&hl=en&as_sdt=0,5",PNAH0TtK
Is GPT-3 all you need for low-data discovery in chemistry?,https://chemrxiv.org/engage/chemrxiv/article-details/63eb5a669da0bc6b33e97a35?trk=public_post_comment-text,22,"https://scholar.google.com/scholar?cites=14719110340965447726&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:LjgGs97IRMwJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Of course, we would like to emphasize that if we say that our GPT-3 model is successful, it only implies that we have established that our GPT-3 model has identified correlations in the …",2,"https://scholar.google.com/scholar?cluster=14719110340965447726&hl=en&as_sdt=0,5",tsw4xaFh
Explaining Legal Concepts with Augmented Large Language Models (GPT-4),https://arxiv.org/abs/2306.09525,9,"https://scholar.google.com/scholar?cites=1784924324293300708&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:5NF0TDdTxRgJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… GPT-4 in generating factually accurate, clear and relevant explanations of terms in legislation. We compare the performance of a baseline setup, where GPT-… direct application of GPT-4 …",2,"https://scholar.google.com/scholar?cluster=1784924324293300708&hl=en&as_sdt=0,5",u0Sh6BU1
The Shifted and The Overlooked: A Task-oriented Investigation of User-GPT Interactions,https://arxiv.org/abs/2310.12418,1,"https://scholar.google.com/scholar?cites=18060715887486703225&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,… via a large-scale collection of user-GPT conversations. We analyze a large-scale collection of real user queries to GPT. We compare these queries against existing NLP benchmark …,2,"https://scholar.google.com/scholar?cluster=18060715887486703225&hl=en&as_sdt=0,5",gjDwXfUJ
Ten Quick Tips for Harnessing the Power of ChatGPT/GPT-4 in Computational Biology,https://arxiv.org/abs/2303.16429,10,"https://scholar.google.com/scholar?cites=17705187181392644004&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:pEe1dO91tfUJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Although our primary focus is on the current ChatGPT/GPT-4 model, we believe that these tips will remain relevant for future iterations of the technology, as well as other LLMs and …",2,"https://scholar.google.com/scholar?cluster=17705187181392644004&hl=en&as_sdt=0,5",Mo6fpbEO
Applying GPT-4 to the plastic surgery inservice training examination,https://www.sciencedirect.com/science/article/pii/S1748681523005211,2,"https://scholar.google.com/scholar?cites=17016978969995013189&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,… GPT-4 may be a more reliable tool in comparison to GPT-3.5 when tasked with answering complex commands. GPT-… to be a much more superior version of GPT-3.5. OpenAI reports that …,4,"https://scholar.google.com/scholar?cluster=17016978969995013189&hl=en&as_sdt=0,5",oVcxh20J
Advantages and pitfalls in utilizing artificial intelligence for crafting medical examinations: a medical education pilot study with GPT-4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10580534/,1,"https://scholar.google.com/scholar?cites=16808608918276860397&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… The artificial intelligence application “GPT-4” developed by a private firm known as “Open-AI… in exam writing, we describe the results of utilizing GPT-4 to write a 210 MCQs medical …",5,"https://scholar.google.com/scholar?cluster=16808608918276860397&hl=en&as_sdt=0,5",O8Tan7vC
Automatic Arabic Poem Generation with GPT-2.,https://www.scitepress.org/Papers/2022/108471/108471.pdf,7,"https://scholar.google.com/scholar?cites=1002083945066333574&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:hgXN7Ake6A0J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… GPT-2-based English poem generation represents the main motivation of our work. In the following we detail how we built a GPT-2… In this paper, we use the small version of GPT2 model …",3,"https://scholar.google.com/scholar?cluster=1002083945066333574&hl=en&as_sdt=0,5",5K7VNFXU
Harnessing llms in curricular design: Using gpt-4 to support authoring of learning objectives,https://arxiv.org/abs/2306.17459,2,"https://scholar.google.com/scholar?cites=9616828807810256838&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… Building on the success of its predecessors, GPT-4 represents a significant leap forward in … syllabus, we use the GPT-4 model (gpt-4). As of the writing of this paper, GPT-4 is by far the …",3,"https://scholar.google.com/scholar?cluster=9616828807810256838&hl=en&as_sdt=0,5",350FmPiB
Ask me what you need: Product retrieval using knowledge from gpt-3,https://arxiv.org/abs/2207.02516,8,"https://scholar.google.com/scholar?cites=11455363576750676204&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:7Bgs3Xqg-Z4J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… In this paper, we propose a GPT-3 based product retrieval system that … how GPT-3 size and tuning methods affect the performance of the product retrieval system. (3) We show that GPT-…",2,"https://scholar.google.com/scholar?cluster=11455363576750676204&hl=en&as_sdt=0,5",HfX359cD
GPT-4 and ophthalmology operative notes,https://link.springer.com/article/10.1007/s10439-023-03263-5,10,"https://scholar.google.com/scholar?cites=1178991171667620331&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:6_GRXDmeXBAJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… applications, the utilization of GPT-4 in writing … for GPT-4 to write ophthalmic operative notes. It is imperative to acknowledge that despite the impressive capabilities exhibited by GPT-4, …",2,"https://scholar.google.com/scholar?cluster=1178991171667620331&hl=en&as_sdt=0,5",p2FcfYel
Artificial intelligence in education: an argument of Chat-GPT use in education,https://ieeexplore.ieee.org/abstract/document/10184267/,5,"https://scholar.google.com/scholar?cites=65430826655215260&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"Artificial intelligence (AI) is a popular concept for modernizing and automating traditional, time-consuming tasks with smart technology. AI can be applied to a wide range of areas, such …",no_versions_number,no_all_versions_link,l8iWvxOy
Mapping the Challenges of HCI: An Application and Evaluation of ChatGPT and GPT-4 for Cost-Efficient Question Answering,https://arxiv.org/abs/2306.05036,4,"https://scholar.google.com/scholar?cites=923116771724773248&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:gEfcINCRzwwJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… in academia of ChatGPT’s and GPT-4’s real-world capabilities. Note that we do not aim to compare ChatGPT against GPT-4. Rather, we evaluate GPT-4 as a complement to ChatGPT …",2,"https://scholar.google.com/scholar?cluster=923116771724773248&hl=en&as_sdt=0,5",Af1vXmb0
The earth is flat and the sun is not a star: The susceptibility of gpt-2 to universal adversarial triggers,https://dl.acm.org/doi/abs/10.1145/3461702.3462578,10,"https://scholar.google.com/scholar?cites=1917146708070447754&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:ijrZBMYSmxoJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","This work considers universal adversarial triggers, a method of adversarially disrupting natural language models, and questions if it is possible to use such triggers to affect both the …",3,"https://scholar.google.com/scholar?cluster=1917146708070447754&hl=en&as_sdt=0,5",z1mbupUe
Does GPT-4 have neurophobia? Localization and diagnostic accuracy of an artificial intelligence-powered chatbot in clinical vignettes,https://www.sciencedirect.com/science/article/pii/S0022510X23002654,2,"https://scholar.google.com/scholar?cites=16700685454394355937&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,… This study also further evaluates the diagnostic accuracy of GPT-4 amongst cases of neurologic disease. GPT-4 was able to more accurately localize the lesion in easier cases and …,4,"https://scholar.google.com/scholar?cluster=16700685454394355937&hl=en&as_sdt=0,5",kxwyEU4W
Drawbacks of GPT and IPI measurements in dense sprays,https://www.sciencedirect.com/science/article/pii/S0894177718315395,15,"https://scholar.google.com/scholar?cites=4209279982138486461&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:ve6Gj9ddajoJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Parameters of our optical system allowed to measure droplets sizes by GPT from 30 μ m and larger, smaller droplets can be measured by advanced GPT – the droplet imaging …",2,"https://scholar.google.com/scholar?cluster=4209279982138486461&hl=en&as_sdt=0,5",VbR3Hvk1
"Large Language Models in Analyzing Crash Narratives--A Comparative Study of ChatGPT, BARD and GPT-4",https://arxiv.org/abs/2308.13563,3,"https://scholar.google.com/scholar?cites=10069000416565410010&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… Publicly available LLM interfaces like ChatGPT, BARD and GPT-4 can be of help in these cases. … Three most common LLM interfaces: ChatGPT, BARD and GPT-4 is used in this study to …",2,"https://scholar.google.com/scholar?cluster=10069000416565410010&hl=en&as_sdt=0,5",tVkr6PZL
ViewRefer: Grasp the Multi-view Knowledge for 3D Visual Grounding with GPT and Prototype Guidance,https://arxiv.org/abs/2303.16894,6,"https://scholar.google.com/scholar?cites=216763437416604379&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:22KCpzIZAgMJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… the abundant linguistic knowledge in LLMs, eg, GPT-3 [4], to … command templates fed into the GPT-3 to generate M LLM-… Then, we construct a command template as the input for GPT-…",2,"https://scholar.google.com/scholar?cluster=216763437416604379&hl=en&as_sdt=0,5",jYzMUBDH
Exploring the use of GPT-3 as a tool for evaluating text-based collaborative discourse,https://www.researchgate.net/profile/Sanaz-Nazari/publication/360208122_Controlling_for_Speededness_in_PANCE_Examinees'_Responses_Using_Change-Point_Analysis/links/626842a98cb84a40ac8cc609/Controlling-for-Speededness-in-PANCE-Examinees-Responses-Using-Change-Point-Analysis.pdf#page=65,13,"https://scholar.google.com/scholar?cites=5438596834042181140&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:FPalcQHHeUsJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",Natural language processing (NLP) models have previously been used to classify and summarize student collaborative actions in various online and computerized learning …,4,"https://scholar.google.com/scholar?cluster=5438596834042181140&hl=en&as_sdt=0,5",DgNbkhJ2
GPT-4 to document ophthalmic post-operative complications,https://www.nature.com/articles/s41433-023-02731-5,1,"https://scholar.google.com/scholar?cites=10319062955878851738&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"ChatGPT, created by OpenAI, is an advanced AI chatbot that utilizes the GPT-4 (Generative Pre-trained Transformer 4) large language model [1]. Large language models (LLMs) have …",3,"https://scholar.google.com/scholar?cluster=10319062955878851738&hl=en&as_sdt=0,5",ZEhuBdl1
A comprehensive capability analysis of gpt-3 and gpt-3.5 series models,https://arxiv.org/abs/2303.10420,29,"https://scholar.google.com/scholar?cites=17622369398457510306&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:oinGv5k7j_QJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Specifically, there is a need to investigate how the different strategies used in training GPT … of the GPT-3 and GPT-3.5 series models, we evaluate the performance of six GPT series …",2,"https://scholar.google.com/scholar?cluster=17622369398457510306&hl=en&as_sdt=0,5",dQHn14M9
The Need to Re-evaluate the Role of GPT-4 in Generating Radiology Reports,https://pubs.rsna.org/doi/full/10.1148/radiol.231696,1,"https://scholar.google.com/scholar?cites=6992859906247896631&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"Editor: I write to share my thoughts about the innovative study by Drs Sun and Ong and colleagues (1) regarding the evaluation of GPT-4 in generating radiology report impressions, …",2,"https://scholar.google.com/scholar?cluster=6992859906247896631&hl=en&as_sdt=0,5",rb6oQBHZ
Enhancing social network hate detection using back translation and GPT-3 augmentations during training and test-time,https://www.sciencedirect.com/science/article/pii/S1566253523002038,2,"https://scholar.google.com/scholar?cites=9201117213090373859&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:4-D7DlvvsH8J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Our innovative approach also implements BT and GPT-3 … GPT-3 augmentations at both the training and testing stages. … of BT and two pre-trained GPT-3 models (Ada and Babbage), …",no_versions_number,no_all_versions_link,h1zuQcTX
"Textual data distributions: Kullback leibler textual distributions contrasts on gpt-2 generated texts, with supervised, unsupervised learning on vaccine & market topics & …",https://arxiv.org/abs/2107.02025,8,"https://scholar.google.com/scholar?cites=14049640243758912050&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:MlJID11Z-sIJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Furthermore we use multiple text generation methods including finetuned GPT-2, to … as GPT, GPT-2 and GPT-3) (Ji et al., 2020). This study uses a locally fine-tuned model based on GPT…",10,"https://scholar.google.com/scholar?cluster=14049640243758912050&hl=en&as_sdt=0,5",CkqF1QLt
To See is to Believe: Prompting GPT-4V for Better Visual Instruction Tuning,https://arxiv.org/abs/2311.07574,1,"https://scholar.google.com/scholar?cites=5069698861298312478&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… To address this issue, we propose to harness GPT-4V, a powerful large multimodal model, to … In particular, we feed GPT-4V with images from LVIS [13], an object detection dataset …",no_versions_number,no_all_versions_link,4YBUsOSd
Using gpt-4 to augment unbalanced data for automatic scoring,https://arxiv.org/abs/2310.18365,1,"https://scholar.google.com/scholar?cites=8650462367741955632&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… text data augmentation framework leveraging GPT-4, a generative … We crafted prompts for GPT-4 to generate responses … Our findings revealed that incorporating GPT-4-augmented data …",2,"https://scholar.google.com/scholar?cluster=8650462367741955632&hl=en&as_sdt=0,5",JeCaWFcy
AI-assisted coding: Experiments with GPT-4,https://arxiv.org/abs/2304.13187,17,"https://scholar.google.com/scholar?cites=1188232942914485288&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:KLzV6JBzfRAJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… We report several experiments using GPT… GPT-4 refactoring of existing code can significantly improve that code along several established metrics for code quality, and we show that GPT…",2,"https://scholar.google.com/scholar?cluster=1188232942914485288&hl=en&as_sdt=0,5",e4rXzotn
GPT and CLT: The impact of ChatGPT's level of abstraction on consumer recommendations,https://www.sciencedirect.com/science/article/pii/S0969698923003314,0,no_cited_papers_link,no_related_pages_link,"This study explores how ChatGPT interprets information through the lens of Construal Level Theory (CLT). The findings show that ChatGPT exhibits an abstraction bias, generating …",no_versions_number,no_all_versions_link,ovUbwn86
True detective: a deep abductive reasoning benchmark undoable for GPT-3 and challenging for GPT-4,https://aclanthology.org/2023.starsem-1.28/,2,"https://scholar.google.com/scholar?cites=6363524989466778648&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,… that GPT-3 models barely outperform random on this benchmark (with 28% accuracy) while state-of-the-art GPT-4 … We observe this behavior when comparing GPT-3.5 and GPT-4 on our …,no_versions_number,no_all_versions_link,I6Aum3Kg
Performance characterization of recombinant L-glutamate oxidase in a micro GOT/GPT sensing system,https://www.sciencedirect.com/science/article/pii/S092540050600030X,31,"https://scholar.google.com/scholar?cites=9957671401451312276&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:lFSSsWHBMIoJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… solution for either GOT or GPT were mixed as they were … the enzymatic reaction of GOT or GPT; consequently, a constant … 127U/l for GOT and to 88U/l for GPT. The results of this series of …",10,"https://scholar.google.com/scholar?cluster=9957671401451312276&hl=en&as_sdt=0,5",lYDX1QCM
Zero-shot reading comprehension and reasoning for spanish with BERTIN GPT-J-6B,http://ceur-ws.org/Vol-3202/recores-paper2.pdf,2,"https://scholar.google.com/scholar?cites=11821481003209131471&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:zwVP61ZWDqQJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… As the original GPT-J-6B model, BERTIN GPT-J-6B consists of 28 layers with a model dimen… The size of the vocabulary is 50,257 BPE tokens as in GPT-2 and GPT-3. The model was …",2,"https://scholar.google.com/scholar?cluster=11821481003209131471&hl=en&as_sdt=0,5",YhJXvBuo
A new era in Internet interventions: The advent of Chat-GPT and AI-assisted therapist guidance,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10235420/,23,"https://scholar.google.com/scholar?cites=5966463833317398817&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:IVkZpj4jzVIJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","There are a wealth of different internet-based treatments available that are commonly classified into two categories: live, real time video therapy–such as telepsychiatry using Zoom–or …",4,"https://scholar.google.com/scholar?cluster=5966463833317398817&hl=en&as_sdt=0,5",c6Nmwobe
Developing Quantitative Structure–Activity Relationship (QSAR) Models for Water Contaminants' Activities/Properties by Fine-Tuning GPT-3 Models,https://pubs.acs.org/doi/abs/10.1021/acs.estlett.3c00599,7,no_cited_papers_link,no_related_pages_link,"… Although OpenAI has not released the specific data used to train GPT-3 models, we … serve as a data source for training GPT-3 models. Thus, GPT-3 models can be considered as a …",no_versions_number,no_all_versions_link,TjZtQULV
SurgicalGPT: End-to-End Language-Vision GPT for Visual Question Answering in Surgery,https://arxiv.org/abs/2304.09974,4,"https://scholar.google.com/scholar?cites=3717821226062921975&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:90DjDbVamDMJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… As GPT does not natively process vision tokens, to exploit the advancements in GPT models … -to-end trainable Language-Vision GPT (LV-GPT) model that expands the GPT2 model to …",3,"https://scholar.google.com/scholar?cluster=3717821226062921975&hl=en&as_sdt=0,5",PG0EkW78
Distilled GPT for Source Code Summarization,https://arxiv.org/abs/2308.14731,1,"https://scholar.google.com/scholar?cites=16576974947257259307&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… we seek to distil GPT-3.5’s ability to generate summaries for a smaller model, so we should measure the quality of the summaries GPT-3.5 generates. If GPT-3.5 generates poor quality …",no_versions_number,no_all_versions_link,pexsAIEb
Evaluation of the performance of GPT-3.5 and GPT-4 on the Polish Medical Final Examination,https://www.nature.com/articles/s41598-023-46995-z,8,no_cited_papers_link,no_related_pages_link,"… GPT-4 outperformed GPT-3.5 in all three examinations regardless of the language used. GPT-4 … GPT-3.5 had mean accuracies of 54.8% for Polish and 60.3% for English, passing none …",5,"https://scholar.google.com/scholar?cluster=10352548810222787929&hl=en&as_sdt=0,5",NtlTj70K
3D-GPT: Procedural 3D Modeling with Large Language Models,https://arxiv.org/abs/2310.12945,1,"https://scholar.google.com/scholar?cites=8038531020625129474&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… 3D-GPT, a framework utilizing large language models (LLMs) for instruction-driven 3D modeling. 3D-GPT … In pursuit of this vision, we introduce 3D-GPT, a framework aimed at facilitating …",no_versions_number,no_all_versions_link,Mw8YlW7d
GPT Meets PSR.,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=fbbcb52644d1eef3a4439ff2e6ceec8d3ae277e5,28,"https://scholar.google.com/scholar?cites=8464829085714023535&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:bwRhcjQdeXUJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… By contrast, our objective was to have GPT address the full … optimization problem were stretching GPT’s limits motivated the … This results in a substantial improvement in the ability of GPT …",10,"https://scholar.google.com/scholar?cluster=8464829085714023535&hl=en&as_sdt=0,5",9XctdYRB
Towards Building the Federated GPT: Federated Instruction Tuning,https://arxiv.org/abs/2305.05644,19,"https://scholar.google.com/scholar?cites=7928400180130603447&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:t-HTFfVVB24J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… , and GPT-4 rates the response quality between the two models on a scale of 1 to 10. To minimize the impact of randomness in GPT-4’s … We apply the GPT-4 automatic evaluation on the …",2,"https://scholar.google.com/scholar?cluster=7928400180130603447&hl=en&as_sdt=0,5",r1AOhByb
ChatGPT on guidelines: Providing contextual knowledge to GPT allows it to provide advice on appropriate colonoscopy intervals,https://onlinelibrary.wiley.com/doi/abs/10.1111/jgh.16375,1,"https://scholar.google.com/scholar?cites=10496673714334284791&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,… The original benefits of using a GPT-based model are … Our study thus examines the use of a contextualized GPT model … We compared the contextualized model with the standard GPT …,3,"https://scholar.google.com/scholar?cluster=10496673714334284791&hl=en&as_sdt=0,5",BRHZ7W8I
Diagnostic Accuracy of GPT Multimodal Analysis on USMLE Questions Including Text and Visuals,https://www.medrxiv.org/content/10.1101/2023.10.29.23297733.abstract,1,"https://scholar.google.com/scholar?cites=11802457480507724253&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,… GPT-4 in analyzing medical images using USMLE questions that incorporate visuals. Methods We analyzed GPT-… In this study we evaluated the performance of multimodal GPT-4 using …,2,"https://scholar.google.com/scholar?cluster=11802457480507724253&hl=en&as_sdt=0,5",jvoHkda8
Pt/Au bimetallic hierarchical structure with micro/nano-array via photolithography and electrochemical synthesis: From design to GOT and GPT biosensors,https://www.sciencedirect.com/science/article/pii/S0039914009001581,30,"https://scholar.google.com/scholar?cites=14608619795841582203&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:e4Tg9U0-vMoJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",… the amount of GOT and GPT in the blood is directly … GPT amounts due to the clinical importance of GOT and GPT in monitoring patients with liver diseases. The assay of GOT and GPT …,9,"https://scholar.google.com/scholar?cluster=14608619795841582203&hl=en&as_sdt=0,5",b4Kj7vwS
Blind judgement: Agent-based supreme court modelling with gpt,https://arxiv.org/abs/2301.05327,12,"https://scholar.google.com/scholar?cites=8432706991590013274&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:WvmsmFT-BnUJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",We present a novel Transformer-based multi-agent system for simulating the judicial rulings of the 2010-2016 Supreme Court of the United States. We train nine separate models with …,3,"https://scholar.google.com/scholar?cluster=8432706991590013274&hl=en&as_sdt=0,5",j1JlX9rh
Bailando++: 3D Dance GPT With Choreographic Memory,https://ieeexplore.ieee.org/abstract/document/10264209/,7,no_cited_papers_link,no_related_pages_link,"… , we introduce a GPT-like [11] network called motion GPT that … memory, we enhance our motion GPT with a proposed cross-… improve the performance of motion GPT through actor-critic […",5,"https://scholar.google.com/scholar?cluster=9064051866834636801&hl=en&as_sdt=0,5",WNZ53mhs
ChatGPT and Patient Information in Nuclear Medicine: GPT-3.5 Versus GPT-4,https://tech.snmjournals.org/content/early/2023/09/12/jnmt.123.266151.abstract,2,"https://scholar.google.com/scholar?cites=8603904691090365340&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,… of paid subscription access to GPT-4 promises further … independently for both GPT-3.5 and GPT-4 architectures. … learning cutoff that constrains both GPT-3.5 and GPT-4 architectures. …,4,"https://scholar.google.com/scholar?cluster=8603904691090365340&hl=en&as_sdt=0,5",FRm1V9BJ
Action-GPT: Leveraging Large-scale Language Models for Improved and Generalized Zero Shot Action Generation,https://arxiv.org/abs/2211.15603,6,"https://scholar.google.com/scholar?cites=6622790220737549231&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:rxP-4J3g6FsJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","We introduce Action-GPT, a plug and play framework for incorporating Large Language Models (LLMs) into text-based action generation models. Action phrases in current motion …",no_versions_number,no_all_versions_link,CFI7s3aq
Openfact at CheckThat! 2023: Head-to-head GPT vs. BERT-a comparative study of transformers language models for the detection of check-worthy claims,https://bazawiedzy.ue.poznan.pl/info/article/UEPa3e7da73858148d192dae54f5daecf69/Publication%2B%25E2%2580%2593%2BOpenFact%2Bat%2BCheckThat%2521%2B2023%253A%2BHead-to-Head%2BGPT%2Bvs.%2BBERT%2B-%2BA%2BComparative%2BStudy%2Bof%2BTransformers%2BLanguage%2BModels%2Bfor%2Bthe%2BDetection%2Bof%2BCheck-worthy%2BClaims%2B%25E2%2580%2593%2BPozna%25C5%2584%2BUniversity%2Bof%2BEconomics%2Band%2BBusiness?r=publication&ps=20&tab=&lang=en,3,"https://scholar.google.com/scholar?cites=9681945031915473839&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… , and different GPT and BERT models were assessed. Given the significant increase in the use of GPT models in recent times, we posed a research question to investigate whether GPT …",4,"https://scholar.google.com/scholar?cluster=9681945031915473839&hl=en&as_sdt=0,5",O6fnMuqa
KG-GPT: A General Framework for Reasoning on Knowledge Graphs Using Large Language Models,https://arxiv.org/abs/2310.11220,1,"https://scholar.google.com/scholar?cites=11119150531806546434&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… -GPT, a multi-purpose framework leveraging LLMs for tasks employing KGs. KG-GPT comprises … We evaluate KG-GPT using KG-based fact verification and KGQA benchmarks, with the …",no_versions_number,no_all_versions_link,8otghDJx
Guanine oxidation: NMR characterization of a dehydro-guanidinohydantoin residue generated by a 2e-oxidation of d (GpT),https://pubs.acs.org/doi/abs/10.1021/ja003945p,52,"https://scholar.google.com/scholar?cites=15276205964364223779&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:IxWiRWP8_9MJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",The Mn-TMPyP/KHSO 5 system was used to oxidize guanine contained within a dinucleoside monophosphate d(GpT). To identify the guanine oxidation product having a mass with 4 …,7,"https://scholar.google.com/scholar?cluster=15276205964364223779&hl=en&as_sdt=0,5",SXburUqm
Feasibility Study on Utilization of the Artificial Intelligence GPT-3 in Public Health,https://www.preprints.org/manuscript/202301.0521,9,"https://scholar.google.com/scholar?cites=649417156400268010&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:6kJIhnYxAwkJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… We utilized the “text-davinci-003” model of GPT-3, using OpenAI … This study aimed to test the ability of GPT-3 to advance … We found that GPT-3 was able to assemble, summarize, and …",2,"https://scholar.google.com/scholar?cluster=649417156400268010&hl=en&as_sdt=0,5",jVU5qawO
Personallm: Investigating the ability of gpt-3.5 to express personality traits and gender differences,https://arxiv.org/abs/2305.02547,17,"https://scholar.google.com/scholar?cites=18159156633662503821&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:jbshOr9IAvwJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Lastly, we investigate whether GPT-3 display gender differences with personality … GPT-3 uses more cultural and technical terms with the male gender. This suggests that assigning GPT-…",2,"https://scholar.google.com/scholar?cluster=18159156633662503821&hl=en&as_sdt=0,5",BNZPwm3F
